theta,N,bias,MAE,RMSE,SEM,Theoretical_Limit_SEM,correlation,reliability_1,reliability_2
-1.5,1,0.080166,0.080166,0.080166,0.603724,,
1.5,1,-0.042185,0.042185,0.042185,0.239057,,
Test,2,0.018991,0.061175,0.064055,0.421391,,1.0,1.086843,0.949084
