section,constraint_id,apply,stm_id,type,lb,ub,violation_cost,N,on_target,min,max,mean,sd,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
B,C04_S054,STM_ITM,S054,NUMBER,7.0,11.0,,359,1.0,7.0,11.0,9.0,0.906,0,0,0,0,0,0,0,29,52,176,94,8,0,0,0,0,0,0,0
B,C04_S057,STM_ITM,S057,NUMBER,7.0,11.0,,311,1.0,8.0,11.0,9.913,0.477,0,0,0,0,0,0,0,0,1,47,241,22,0,0,0,0,0,0,0
B,C04_S058,STM_ITM,S058,NUMBER,7.0,11.0,,244,1.0,8.0,9.0,8.447,0.498,0,0,0,0,0,0,0,0,135,109,0,0,0,0,0,0,0,0,0
B,C04_S062,STM_ITM,S062,NUMBER,7.0,11.0,,339,1.0,7.0,11.0,9.094,0.844,0,0,0,0,0,0,0,2,83,152,85,17,0,0,0,0,0,0,0
B,C04_S063,STM_ITM,S063,NUMBER,7.0,11.0,,156,1.0,8.0,11.0,9.141,0.791,0,0,0,0,0,0,0,0,22,107,10,17,0,0,0,0,0,0,0
B,C04_S065,STM_ITM,S065,NUMBER,7.0,11.0,,20,1.0,8.0,10.0,8.85,0.933,0,0,0,0,0,0,0,0,10,3,7,0,0,0,0,0,0,0,0
B,C04_S069,STM_ITM,S069,NUMBER,7.0,11.0,,6,1.0,9.0,10.0,9.167,0.408,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0
B,C04_S071,STM_ITM,S071,NUMBER,7.0,11.0,,360,1.0,7.0,11.0,8.783,0.781,0,0,0,0,0,0,0,40,36,247,36,1,0,0,0,0,0,0,0
B,C04_S074,STM_ITM,S074,NUMBER,7.0,11.0,,358,1.0,7.0,11.0,9.173,0.881,0,0,0,0,0,0,0,28,20,181,120,9,0,0,0,0,0,0,0
B,C05_S003,STM_ITM,S003,NUMBER,2.0,4.0,,20,1.0,2.0,4.0,2.9,0.447,0,0,3,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B,C05_S006,STM_ITM,S006,NUMBER,2.0,4.0,,342,1.0,3.0,4.0,3.988,0.108,0,0,0,4,338,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B,C05_S008,STM_ITM,S008,NUMBER,2.0,4.0,,360,1.0,2.0,4.0,2.069,0.276,0,0,337,21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B,C05_S010,STM_ITM,S010,NUMBER,2.0,4.0,,360,1.0,2.0,4.0,2.742,0.763,0,0,163,127,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B,C05_S011,STM_ITM,S011,NUMBER,2.0,4.0,,1,1.0,2.0,2.0,2.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B,C05_S012,STM_ITM,S012,NUMBER,2.0,4.0,,166,1.0,2.0,4.0,2.771,0.547,0,0,48,108,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B,C05_S014,STM_ITM,S014,NUMBER,2.0,4.0,,360,1.0,2.0,4.0,2.833,0.416,0,0,66,288,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B,C05_S015,STM_ITM,S015,NUMBER,2.0,4.0,,359,1.0,2.0,4.0,2.635,0.526,0,0,139,212,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B,C05_S016,STM_ITM,S016,NUMBER,2.0,4.0,,132,1.0,2.0,4.0,2.962,0.228,0,0,6,125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B,C05_S019,STM_ITM,S019,NUMBER,2.0,4.0,,135,1.0,3.0,4.0,3.281,0.451,0,0,0,97,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B,C05_S022,STM_ITM,S022,NUMBER,2.0,4.0,,1,1.0,3.0,3.0,3.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B,C05_S023,STM_ITM,S023,NUMBER,2.0,4.0,,358,1.0,2.0,3.0,2.288,0.453,0,0,255,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B,C05_S029,STM_ITM,S029,NUMBER,2.0,4.0,,361,1.0,2.0,4.0,3.125,0.481,0,0,22,272,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B,C05_S030,STM_ITM,S030,NUMBER,2.0,4.0,,361,1.0,2.0,4.0,2.227,0.481,0,0,289,62,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B,C05_S031,STM_ITM,S031,NUMBER,2.0,4.0,,17,1.0,2.0,4.0,3.412,0.618,0,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B,C05_S033,STM_ITM,S033,NUMBER,2.0,4.0,,87,1.0,3.0,4.0,3.379,0.488,0,0,0,54,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B,C05_S035,STM_ITM,S035,NUMBER,2.0,4.0,,301,1.0,3.0,4.0,3.063,0.244,0,0,0,282,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B,C05_S036,STM_ITM,S036,NUMBER,2.0,4.0,,115,1.0,2.0,3.0,2.722,0.45,0,0,32,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B,C05_S039,STM_ITM,S039,NUMBER,2.0,4.0,,317,1.0,3.0,4.0,3.719,0.45,0,0,0,89,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B,C05_S040,STM_ITM,S040,NUMBER,2.0,4.0,,361,1.0,2.0,4.0,3.956,0.231,0,0,2,12,347,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B,C05_S047,STM_ITM,S047,NUMBER,2.0,4.0,,289,1.0,2.0,3.0,2.983,0.131,0,0,5,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B,C05_S051,STM_ITM,S051,NUMBER,2.0,4.0,,244,1.0,3.0,4.0,3.922,0.269,0,0,0,19,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B,C05_S054,STM_ITM,S054,NUMBER,2.0,4.0,,359,1.0,2.0,4.0,3.017,0.166,0,0,2,349,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B,C05_S057,STM_ITM,S057,NUMBER,2.0,4.0,,311,1.0,3.0,4.0,3.871,0.335,0,0,0,40,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B,C05_S058,STM_ITM,S058,NUMBER,2.0,4.0,,244,1.0,3.0,3.0,3.0,0.0,0,0,0,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B,C05_S062,STM_ITM,S062,NUMBER,2.0,4.0,,339,1.0,2.0,4.0,2.755,0.535,0,0,100,222,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B,C05_S063,STM_ITM,S063,NUMBER,2.0,4.0,,156,1.0,2.0,4.0,2.41,0.769,0,0,119,10,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B,C05_S065,STM_ITM,S065,NUMBER,2.0,4.0,,20,1.0,2.0,2.0,2.0,0.0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B,C05_S069,STM_ITM,S069,NUMBER,2.0,4.0,,6,1.0,3.0,3.0,3.0,0.0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B,C05_S071,STM_ITM,S071,NUMBER,2.0,4.0,,360,1.0,2.0,4.0,3.114,0.335,0,0,2,315,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B,C05_S074,STM_ITM,S074,NUMBER,2.0,4.0,,358,1.0,2.0,4.0,3.335,0.484,0,0,2,234,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B,C06_S003,STM_ITM,S003,NUMBER,2.0,4.0,,20,1.0,4.0,4.0,4.0,0.0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B,C06_S006,STM_ITM,S006,NUMBER,2.0,4.0,,342,1.0,2.0,4.0,2.064,0.29,0,0,324,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B,C06_S008,STM_ITM,S008,NUMBER,2.0,4.0,,360,1.0,2.0,3.0,2.933,0.25,0,0,24,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B,C06_S010,STM_ITM,S010,NUMBER,2.0,4.0,,360,1.0,2.0,4.0,3.931,0.304,0,0,5,15,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B,C06_S011,STM_ITM,S011,NUMBER,2.0,4.0,,1,1.0,3.0,3.0,3.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B,C06_S012,STM_ITM,S012,NUMBER,2.0,4.0,,166,1.0,3.0,4.0,3.94,0.239,0,0,0,10,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B,C06_S014,STM_ITM,S014,NUMBER,2.0,4.0,,360,1.0,2.0,4.0,3.139,0.64,0,0,52,206,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B,C06_S015,STM_ITM,S015,NUMBER,2.0,4.0,,359,1.0,2.0,4.0,3.919,0.293,0,0,2,25,332,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B,C06_S016,STM_ITM,S016,NUMBER,2.0,4.0,,132,1.0,3.0,4.0,3.591,0.494,0,0,0,54,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B,C06_S019,STM_ITM,S019,NUMBER,2.0,4.0,,135,1.0,2.0,4.0,3.289,0.609,0,0,11,74,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B,C06_S022,STM_ITM,S022,NUMBER,2.0,4.0,,1,1.0,2.0,2.0,2.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B,C06_S023,STM_ITM,S023,NUMBER,2.0,4.0,,358,1.0,2.0,3.0,2.006,0.075,0,0,356,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B,C06_S029,STM_ITM,S029,NUMBER,2.0,4.0,,361,1.0,2.0,4.0,2.393,0.522,0,0,225,130,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B,C06_S030,STM_ITM,S030,NUMBER,2.0,4.0,,361,1.0,2.0,4.0,3.681,0.602,0,0,26,63,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B,C06_S031,STM_ITM,S031,NUMBER,2.0,4.0,,17,1.0,3.0,3.0,3.0,0.0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B,C06_S033,STM_ITM,S033,NUMBER,2.0,4.0,,87,1.0,2.0,2.0,2.0,0.0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B,C06_S035,STM_ITM,S035,NUMBER,2.0,4.0,,301,1.0,2.0,3.0,2.08,0.271,0,0,277,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B,C06_S036,STM_ITM,S036,NUMBER,2.0,4.0,,115,1.0,2.0,4.0,2.026,0.208,0,0,113,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B,C06_S039,STM_ITM,S039,NUMBER,2.0,4.0,,317,1.0,2.0,4.0,3.019,0.355,0,0,17,277,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B,C06_S040,STM_ITM,S040,NUMBER,2.0,4.0,,361,1.0,2.0,3.0,2.917,0.276,0,0,30,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B,C06_S047,STM_ITM,S047,NUMBER,2.0,4.0,,289,1.0,2.0,4.0,3.003,0.102,0,0,1,286,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B,C06_S051,STM_ITM,S051,NUMBER,2.0,4.0,,244,1.0,2.0,4.0,2.377,0.51,0,0,155,86,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B,C06_S054,STM_ITM,S054,NUMBER,2.0,4.0,,359,1.0,2.0,4.0,3.621,0.644,0,0,32,72,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B,C06_S057,STM_ITM,S057,NUMBER,2.0,4.0,,311,1.0,2.0,4.0,3.09,0.939,0,0,124,35,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B,C06_S058,STM_ITM,S058,NUMBER,2.0,4.0,,244,1.0,2.0,3.0,2.451,0.499,0,0,134,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B,C06_S062,STM_ITM,S062,NUMBER,2.0,4.0,,339,1.0,2.0,4.0,2.578,0.636,0,0,170,142,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B,C06_S063,STM_ITM,S063,NUMBER,2.0,4.0,,156,1.0,3.0,4.0,3.064,0.246,0,0,0,146,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B,C06_S065,STM_ITM,S065,NUMBER,2.0,4.0,,20,1.0,4.0,4.0,4.0,0.0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B,C06_S069,STM_ITM,S069,NUMBER,2.0,4.0,,6,1.0,3.0,3.0,3.0,0.0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B,C06_S071,STM_ITM,S071,NUMBER,2.0,4.0,,360,1.0,2.0,3.0,2.847,0.36,0,0,55,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B,C06_S074,STM_ITM,S074,NUMBER,2.0,4.0,,358,1.0,2.0,4.0,2.332,0.593,0,0,262,73,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B,C07_S003,STM_ITM,S003,NUMBER,2.0,4.0,,20,1.0,2.0,3.0,2.9,0.308,0,0,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B,C07_S006,STM_ITM,S006,NUMBER,2.0,4.0,,342,1.0,2.0,4.0,2.471,0.581,0,0,196,131,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B,C07_S008,STM_ITM,S008,NUMBER,2.0,4.0,,360,1.0,2.0,4.0,3.678,0.717,0,0,53,10,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B,C07_S010,STM_ITM,S010,NUMBER,2.0,4.0,,360,1.0,2.0,4.0,2.872,0.343,0,0,47,312,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B,C07_S011,STM_ITM,S011,NUMBER,2.0,4.0,,1,1.0,4.0,4.0,4.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B,C07_S012,STM_ITM,S012,NUMBER,2.0,4.0,,166,1.0,2.0,3.0,2.964,0.187,0,0,6,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B,C07_S014,STM_ITM,S014,NUMBER,2.0,4.0,,360,1.0,2.0,4.0,3.869,0.451,0,0,16,15,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B,C07_S015,STM_ITM,S015,NUMBER,2.0,4.0,,359,1.0,2.0,4.0,3.022,0.49,0,0,39,273,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B,C07_S016,STM_ITM,S016,NUMBER,2.0,4.0,,132,1.0,2.0,4.0,3.023,0.194,0,0,1,127,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B,C07_S019,STM_ITM,S019,NUMBER,2.0,4.0,,135,1.0,2.0,4.0,2.541,0.632,0,0,72,53,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B,C07_S022,STM_ITM,S022,NUMBER,2.0,4.0,,1,1.0,4.0,4.0,4.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B,C07_S023,STM_ITM,S023,NUMBER,2.0,4.0,,358,1.0,2.0,4.0,3.939,0.32,0,0,8,6,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B,C07_S029,STM_ITM,S029,NUMBER,2.0,4.0,,361,1.0,2.0,3.0,2.77,0.421,0,0,83,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B,C07_S030,STM_ITM,S030,NUMBER,2.0,4.0,,361,1.0,2.0,4.0,3.499,0.782,0,0,65,51,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B,C07_S031,STM_ITM,S031,NUMBER,2.0,4.0,,17,1.0,3.0,4.0,3.353,0.493,0,0,0,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B,C07_S033,STM_ITM,S033,NUMBER,2.0,4.0,,87,1.0,2.0,3.0,2.977,0.151,0,0,2,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B,C07_S035,STM_ITM,S035,NUMBER,2.0,4.0,,301,1.0,3.0,4.0,3.771,0.421,0,0,0,69,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B,C07_S036,STM_ITM,S036,NUMBER,2.0,4.0,,115,1.0,3.0,4.0,3.339,0.475,0,0,0,76,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B,C07_S039,STM_ITM,S039,NUMBER,2.0,4.0,,317,1.0,2.0,3.0,2.104,0.306,0,0,284,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B,C07_S040,STM_ITM,S040,NUMBER,2.0,4.0,,361,1.0,2.0,4.0,2.03,0.202,0,0,352,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B,C07_S047,STM_ITM,S047,NUMBER,2.0,4.0,,289,1.0,2.0,3.0,2.118,0.323,0,0,255,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B,C07_S051,STM_ITM,S051,NUMBER,2.0,4.0,,244,1.0,2.0,4.0,2.992,0.801,0,0,79,88,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B,C07_S054,STM_ITM,S054,NUMBER,2.0,4.0,,359,1.0,2.0,4.0,2.362,0.52,0,0,236,116,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B,C07_S057,STM_ITM,S057,NUMBER,2.0,4.0,,311,1.0,2.0,4.0,2.952,0.974,0,0,155,16,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B,C07_S058,STM_ITM,S058,NUMBER,2.0,4.0,,244,1.0,2.0,3.0,2.996,0.064,0,0,1,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B,C07_S062,STM_ITM,S062,NUMBER,2.0,4.0,,339,1.0,2.0,4.0,3.761,0.46,0,0,5,71,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B,C07_S063,STM_ITM,S063,NUMBER,2.0,4.0,,156,1.0,2.0,4.0,3.667,0.537,0,0,5,42,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B,C07_S065,STM_ITM,S065,NUMBER,2.0,4.0,,20,1.0,2.0,4.0,2.85,0.933,0,0,10,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B,C07_S069,STM_ITM,S069,NUMBER,2.0,4.0,,6,1.0,3.0,4.0,3.167,0.408,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B,C07_S071,STM_ITM,S071,NUMBER,2.0,4.0,,360,1.0,2.0,4.0,2.822,0.39,0,0,65,294,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B,C07_S074,STM_ITM,S074,NUMBER,2.0,4.0,,358,1.0,2.0,4.0,3.506,0.689,0,0,40,97,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0
