theta,N,bias,MAE,RMSE,SEM,Theoretical_Limit_SEM,correlation,reliability_1,reliability_2
-2.0,400,-0.035487,0.363009,0.455259,0.439417,0.403328,
-1.5,400,-0.02292,0.311158,0.397211,0.40622,,
-1.0,400,0.007366,0.323679,0.401402,0.389466,0.373449,
-0.5,400,0.00917,0.290874,0.366674,0.382115,,
0.0,400,-0.019685,0.321792,0.408897,0.379738,0.368175,
0.5,400,-0.022292,0.312239,0.393687,0.381744,,
1.0,400,0.013889,0.307818,0.387197,0.392831,0.374814,
1.5,400,-0.01943,0.356637,0.447813,0.410293,,
2.0,400,0.002607,0.353971,0.445805,0.440666,0.400643,
Test,3600,-0.009642,0.326797,0.41258,0.402499,,0.952995,0.899518,0.912012
