section,constraint_id,apply,stm_id,type,lb,ub,violation_cost,N,on_target,min,max,mean,sd,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
A,C04_S064,STM_ITM,S064,NUMBER,5.0,7.0,,329,1.0,5.0,7.0,6.116,0.872,0,0,0,0,0,108,75,146,0,0,0,0,0,0,0,0,0,0,0
A,C04_S066,STM_ITM,S066,NUMBER,5.0,7.0,,361,1.0,5.0,7.0,6.039,0.878,0,0,0,0,0,132,83,146,0,0,0,0,0,0,0,0,0,0,0
A,C04_S067,STM_ITM,S067,NUMBER,5.0,7.0,,192,1.0,5.0,7.0,6.693,0.6,0,0,0,0,0,14,31,147,0,0,0,0,0,0,0,0,0,0,0
A,C04_S068,STM_ITM,S068,NUMBER,5.0,7.0,,37,1.0,5.0,5.0,5.0,0.0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0
A,C04_S070,STM_ITM,S070,NUMBER,5.0,7.0,,1,1.0,7.0,7.0,7.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A,C04_S072,STM_ITM,S072,NUMBER,5.0,7.0,,320,1.0,5.0,7.0,6.65,0.584,0,0,0,0,0,18,76,226,0,0,0,0,0,0,0,0,0,0,0
A,C04_S073,STM_ITM,S073,NUMBER,5.0,7.0,,358,1.0,5.0,7.0,6.291,0.901,0,0,0,0,0,108,38,212,0,0,0,0,0,0,0,0,0,0,0
A,C04_S076,STM_ITM,S076,NUMBER,5.0,7.0,,360,1.0,5.0,7.0,5.661,0.89,0,0,0,0,0,224,34,102,0,0,0,0,0,0,0,0,0,0,0
A,C04_S077,STM_ITM,S077,NUMBER,5.0,7.0,,10,1.0,5.0,5.0,5.0,0.0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
A,C04_S078,STM_ITM,S078,NUMBER,5.0,7.0,,20,1.0,5.0,6.0,5.75,0.444,0,0,0,0,0,5,15,0,0,0,0,0,0,0,0,0,0,0,0
A,C04_S079,STM_ITM,S079,NUMBER,5.0,7.0,,129,1.0,5.0,7.0,6.729,0.512,0,0,0,0,0,4,27,98,0,0,0,0,0,0,0,0,0,0,0
A,C04_S080,STM_ITM,S080,NUMBER,5.0,7.0,,246,1.0,5.0,7.0,5.65,0.694,0,0,0,0,0,117,98,31,0,0,0,0,0,0,0,0,0,0,0
B,C01,STM,,NUMBER,1.0,1.0,,3600,1.0,1.0,1.0,1.0,0.0,0,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B,C02,STM,,NUMBER,1.0,1.0,,3600,1.0,1.0,1.0,1.0,0.0,0,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B,C03,ITM,,NUMBER,18.0,18.0,,3600,1.0,18.0,18.0,18.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3600
B,C04_S003,STM_ITM,S003,NUMBER,7.0,11.0,,24,1.0,8.0,10.0,9.833,0.482,0,0,0,0,0,0,0,0,1,2,21,0,0,0,0,0,0,0,0
B,C04_S006,STM_ITM,S006,NUMBER,7.0,11.0,,332,1.0,7.0,11.0,8.509,0.662,0,0,0,0,0,0,0,12,153,158,4,5,0,0,0,0,0,0,0
B,C04_S008,STM_ITM,S008,NUMBER,7.0,11.0,,360,1.0,7.0,10.0,8.733,0.656,0,0,0,0,0,0,0,41,15,303,1,0,0,0,0,0,0,0,0
B,C04_S010,STM_ITM,S010,NUMBER,7.0,11.0,,360,1.0,7.0,11.0,9.497,0.929,0,0,0,0,0,0,0,14,16,159,119,52,0,0,0,0,0,0,0
B,C04_S011,STM_ITM,S011,NUMBER,7.0,11.0,,1,1.0,8.0,8.0,8.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
B,C04_S012,STM_ITM,S012,NUMBER,7.0,11.0,,142,1.0,9.0,10.0,9.803,0.399,0,0,0,0,0,0,0,0,0,28,114,0,0,0,0,0,0,0,0
B,C04_S014,STM_ITM,S014,NUMBER,7.0,11.0,,358,1.0,7.0,11.0,10.034,0.733,0,0,0,0,0,0,0,4,11,33,231,79,0,0,0,0,0,0,0
B,C04_S015,STM_ITM,S015,NUMBER,7.0,11.0,,359,1.0,7.0,11.0,9.529,0.858,0,0,0,0,0,0,0,8,29,121,167,34,0,0,0,0,0,0,0
B,C04_S016,STM_ITM,S016,NUMBER,7.0,11.0,,137,1.0,8.0,11.0,9.591,0.637,0,0,0,0,0,0,0,0,6,49,77,5,0,0,0,0,0,0,0
B,C04_S019,STM_ITM,S019,NUMBER,7.0,11.0,,96,1.0,8.0,10.0,9.146,0.649,0,0,0,0,0,0,0,0,14,54,28,0,0,0,0,0,0,0,0
B,C04_S023,STM_ITM,S023,NUMBER,7.0,11.0,,349,1.0,7.0,9.0,8.169,0.426,0,0,0,0,0,0,0,7,276,66,0,0,0,0,0,0,0,0,0
B,C04_S029,STM_ITM,S029,NUMBER,7.0,11.0,,358,1.0,7.0,11.0,8.293,0.959,0,0,0,0,0,0,0,57,202,43,49,7,0,0,0,0,0,0,0
B,C04_S030,STM_ITM,S030,NUMBER,7.0,11.0,,358,1.0,7.0,11.0,9.45,1.041,0,0,0,0,0,0,0,46,5,55,246,6,0,0,0,0,0,0,0
B,C04_S031,STM_ITM,S031,NUMBER,7.0,11.0,,23,1.0,7.0,11.0,9.783,1.126,0,0,0,0,0,0,0,1,0,11,2,9,0,0,0,0,0,0,0
B,C04_S033,STM_ITM,S033,NUMBER,7.0,11.0,,99,1.0,8.0,11.0,8.273,0.511,0,0,0,0,0,0,0,0,74,24,0,1,0,0,0,0,0,0,0
B,C04_S035,STM_ITM,S035,NUMBER,7.0,11.0,,293,1.0,8.0,11.0,8.962,0.653,0,0,0,0,0,0,0,0,50,222,3,18,0,0,0,0,0,0,0
B,C04_S036,STM_ITM,S036,NUMBER,7.0,11.0,,131,1.0,7.0,11.0,7.916,0.869,0,0,0,0,0,0,0,50,46,32,2,1,0,0,0,0,0,0,0
B,C04_S039,STM_ITM,S039,NUMBER,7.0,11.0,,356,1.0,7.0,11.0,8.539,0.777,0,0,0,0,0,0,0,8,185,144,1,18,0,0,0,0,0,0,0
B,C04_S040,STM_ITM,S040,NUMBER,7.0,11.0,,360,1.0,7.0,11.0,8.822,0.594,0,0,0,0,0,0,0,28,14,315,0,3,0,0,0,0,0,0,0
B,C04_S047,STM_ITM,S047,NUMBER,7.0,11.0,,285,1.0,7.0,9.0,8.119,0.356,0,0,0,0,0,0,0,3,245,37,0,0,0,0,0,0,0,0,0
B,C04_S051,STM_ITM,S051,NUMBER,7.0,11.0,,222,1.0,7.0,11.0,9.23,0.759,0,0,0,0,0,0,0,1,22,143,37,19,0,0,0,0,0,0,0
B,C04_S053,STM_ITM,S053,NUMBER,7.0,11.0,,1,1.0,9.0,9.0,9.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
B,C04_S054,STM_ITM,S054,NUMBER,7.0,11.0,,360,1.0,7.0,11.0,9.047,0.864,0,0,0,0,0,0,0,19,57,184,88,12,0,0,0,0,0,0,0
B,C04_S057,STM_ITM,S057,NUMBER,7.0,11.0,,333,1.0,7.0,11.0,9.913,0.617,0,0,0,0,0,0,0,2,10,37,250,34,0,0,0,0,0,0,0
B,C04_S058,STM_ITM,S058,NUMBER,7.0,11.0,,228,1.0,8.0,9.0,8.39,0.489,0,0,0,0,0,0,0,0,139,89,0,0,0,0,0,0,0,0,0
B,C04_S062,STM_ITM,S062,NUMBER,7.0,11.0,,328,1.0,7.0,11.0,9.095,0.881,0,0,0,0,0,0,0,4,89,119,104,12,0,0,0,0,0,0,0
B,C04_S063,STM_ITM,S063,NUMBER,7.0,11.0,,198,1.0,8.0,11.0,9.212,0.784,0,0,0,0,0,0,0,0,17,149,5,27,0,0,0,0,0,0,0
B,C04_S065,STM_ITM,S065,NUMBER,7.0,11.0,,22,1.0,8.0,10.0,8.682,0.839,0,0,0,0,0,0,0,0,12,5,5,0,0,0,0,0,0,0,0
B,C04_S069,STM_ITM,S069,NUMBER,7.0,11.0,,6,1.0,9.0,9.0,9.0,0.0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
B,C04_S071,STM_ITM,S071,NUMBER,7.0,11.0,,360,1.0,7.0,11.0,8.861,0.84,0,0,0,0,0,0,0,45,14,253,42,6,0,0,0,0,0,0,0
B,C04_S074,STM_ITM,S074,NUMBER,7.0,11.0,,361,1.0,7.0,11.0,9.307,0.917,0,0,0,0,0,0,0,24,15,174,122,26,0,0,0,0,0,0,0
