section,constraint_id,apply,stm_id,type,lb,ub,violation_cost,N,on_target,min,max,mean,sd,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
A,C12,ITM,,NUMBER,3.0,3.0,,5200,1.0,3.0,3.0,3.0,0.0,0,0,0,5200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,C13,ITM,,NUMBER,0.0,1.0,,5200,1.0,0.0,1.0,0.409,0.492,3073,2127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,C14,ITM,,NUMBER,0.0,1.0,,5200,1.0,0.0,1.0,0.648,0.478,1830,3370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,C15,ITM,,NUMBER,1.0,2.0,,5200,1.0,1.0,2.0,1.2,0.4,0,4160,1040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,C16,ITM,,NUMBER,0.0,1.0,,5200,1.0,1.0,1.0,1.0,0.0,0,5200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,C17,ITM,,NUMBER,2.0,2.0,,5200,1.0,2.0,2.0,2.0,0.0,0,0,5200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,C18,ITM,,NUMBER,0.0,1.0,,5200,1.0,1.0,1.0,1.0,0.0,0,5200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,C19,ITM,,NUMBER,0.0,1.0,,5200,1.0,0.0,0.0,0.0,0.0,5200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,C20,ITM,,NUMBER,3.0,3.0,,5200,1.0,3.0,3.0,3.0,0.0,0,0,0,5200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,C21,ITM,,NUMBER,2.0,2.0,,5200,1.0,2.0,2.0,2.0,0.0,0,0,5200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,C22,ITM,,NUMBER,0.0,1.0,,5200,1.0,0.0,1.0,0.956,0.205,229,4971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,C23,ITM,,NUMBER,0.0,1.0,,5200,1.0,0.0,1.0,0.894,0.307,549,4651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,C24,ITM,,NUMBER,4.0,4.0,,5200,1.0,4.0,4.0,4.0,0.0,0,0,0,0,5200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,C25,ITM,,NUMBER,4.0,4.0,,5200,1.0,4.0,4.0,4.0,0.0,0,0,0,0,5200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,C26,ITM,,NUMBER,1.0,1.0,,5200,1.0,1.0,1.0,1.0,0.0,0,5200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,C27,ITM,,NUMBER,2.0,2.0,,5200,1.0,2.0,2.0,2.0,0.0,0,0,5200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,C28,ITM,,NUMBER,1.0,1.0,,5200,1.0,1.0,1.0,1.0,0.0,0,5200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,C29,ITM,,NUMBER,0.0,1.0,,5200,1.0,0.0,1.0,0.352,0.478,3369,1831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,C30,ITM,,NUMBER,0.0,1.0,,5200,1.0,0.0,1.0,0.993,0.084,37,5163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,C31,ITM,,NUMBER,2.0,2.0,,5200,1.0,2.0,2.0,2.0,0.0,0,0,5200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,C32,ITM,,NUMBER,0.0,1.0,,5200,1.0,0.0,1.0,0.883,0.322,610,4590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,C33,ITM,,NUMBER,0.0,1.0,,5200,1.0,0.0,1.0,0.817,0.386,950,4250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,C34,ITM,,NUMBER,1.0,1.0,,5200,1.0,1.0,1.0,1.0,0.0,0,5200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,C35,ITM,,NUMBER,2.0,2.0,,5200,1.0,2.0,2.0,2.0,0.0,0,0,5200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,C36,ITM,,NUMBER,1.0,1.0,,5200,1.0,1.0,1.0,1.0,0.0,0,5200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,C37,ITM,,NUMBER,1.0,1.0,,5200,1.0,1.0,1.0,1.0,0.0,0,5200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,C38,ITM,,NUMBER,2.0,2.0,,5200,1.0,2.0,2.0,2.0,0.0,0,0,5200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,C39,ITM,,NUMBER,1.0,1.0,,5200,1.0,1.0,1.0,1.0,0.0,0,5200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,C40,ITM,,NUMBER,1.0,1.0,,5200,1.0,1.0,1.0,1.0,0.0,0,5200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I002_I111,ITM,,ENEMY,0.0,1.0,,5200,1.0,0.0,1.0,0.3,0.458,3641,1559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I002_I216,ITM,,ENEMY,0.0,1.0,,5200,1.0,0.0,1.0,0.318,0.466,3547,1653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I002_I301,ITM,,ENEMY,0.0,1.0,,5200,1.0,0.0,1.0,0.321,0.467,3533,1667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I008_I151,ITM,,ENEMY,0.0,1.0,,5200,1.0,0.0,1.0,0.496,0.5,2619,2581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I008_I335,ITM,,ENEMY,0.0,1.0,,5200,1.0,0.0,1.0,0.201,0.401,4156,1044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I010_I122,ITM,,ENEMY,0.0,1.0,,5200,1.0,0.0,1.0,0.055,0.227,4916,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I010_I213,ITM,,ENEMY,0.0,1.0,,5200,1.0,0.0,1.0,0.054,0.226,4919,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I010_I242,ITM,,ENEMY,0.0,1.0,,5200,1.0,0.0,1.0,0.083,0.275,4770,430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I012_I210,ITM,,ENEMY,0.0,1.0,,5200,1.0,0.0,1.0,0.323,0.467,3523,1677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I015_I247,ITM,,ENEMY,0.0,1.0,,5200,1.0,0.0,1.0,0.07,0.256,4834,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I015_I299,ITM,,ENEMY,0.0,1.0,,5200,1.0,0.0,1.0,0.083,0.277,4766,434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I016_I144,ITM,,ENEMY,0.0,1.0,,5200,1.0,0.0,1.0,0.376,0.484,3247,1953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I025_I365,ITM,,ENEMY,0.0,1.0,,5200,1.0,0.0,1.0,0.328,0.469,3495,1705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I027_I220,ITM,,ENEMY,0.0,1.0,,5200,1.0,0.0,1.0,0.009,0.094,5154,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I027_I275,ITM,,ENEMY,0.0,1.0,,5200,1.0,0.0,1.0,0.028,0.165,5055,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I027_I307,ITM,,ENEMY,0.0,1.0,,5200,1.0,0.0,1.0,0.045,0.207,4967,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I028_I396,ITM,,ENEMY,0.0,1.0,,5200,1.0,0.0,1.0,0.327,0.469,3501,1699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I030_I259,ITM,,ENEMY,0.0,1.0,,5200,1.0,0.0,1.0,0.323,0.468,3521,1679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I030_I388,ITM,,ENEMY,0.0,1.0,,5200,1.0,0.0,1.0,0.342,0.475,3420,1780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I034_I238,ITM,,ENEMY,0.0,1.0,,5200,1.0,0.0,1.0,0.475,0.499,2731,2469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I040_I127,ITM,,ENEMY,0.0,1.0,,5200,1.0,0.0,1.0,0.344,0.475,3409,1791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I040_I141,ITM,,ENEMY,0.0,1.0,,5200,1.0,0.0,1.0,0.307,0.461,3606,1594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I040_I294,ITM,,ENEMY,0.0,1.0,,5200,1.0,0.0,1.0,0.336,0.472,3453,1747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I046_I177,ITM,,ENEMY,0.0,1.0,,5200,1.0,0.0,1.0,0.6,0.49,2082,3118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I046_I301,ITM,,ENEMY,0.0,1.0,,5200,1.0,0.0,1.0,0.321,0.467,3532,1668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I050_I143,ITM,,ENEMY,0.0,1.0,,5200,1.0,0.0,1.0,0.323,0.468,3520,1680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I051_I320,ITM,,ENEMY,0.0,1.0,,5200,1.0,0.0,1.0,0.388,0.487,3184,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I055_I165,ITM,,ENEMY,0.0,1.0,,5200,1.0,0.0,1.0,0.129,0.335,4528,672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I062_I106,ITM,,ENEMY,0.0,1.0,,5200,1.0,0.0,1.0,0.327,0.469,3499,1701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I064_I163,ITM,,ENEMY,0.0,1.0,,5200,1.0,0.0,1.0,0.477,0.5,2721,2479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I064_I198,ITM,,ENEMY,0.0,1.0,,5200,1.0,0.0,1.0,0.403,0.491,3103,2097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I064_I334,ITM,,ENEMY,0.0,1.0,,5200,1.0,0.0,1.0,0.181,0.385,4257,943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I067_I276,ITM,,ENEMY,0.0,1.0,,5200,1.0,0.0,1.0,0.326,0.469,3504,1696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I072_I147,ITM,,ENEMY,0.0,1.0,,5200,1.0,0.0,1.0,0.022,0.147,5085,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I073_I103,ITM,,ENEMY,0.0,1.0,,5200,1.0,0.0,1.0,0.046,0.21,4960,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I073_I198,ITM,,ENEMY,0.0,1.0,,5200,1.0,0.0,1.0,0.266,0.442,3819,1381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I073_I301,ITM,,ENEMY,0.0,1.0,,5200,1.0,0.0,1.0,0.06,0.237,4889,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I077_I335,ITM,,ENEMY,0.0,1.0,,5200,1.0,0.0,1.0,0.304,0.46,3617,1583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I079_I226,ITM,,ENEMY,0.0,1.0,,5200,1.0,0.0,1.0,0.051,0.22,4935,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I079_I276,ITM,,ENEMY,0.0,1.0,,5200,1.0,0.0,1.0,0.072,0.259,4825,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I079_I353,ITM,,ENEMY,0.0,1.0,,5200,1.0,0.0,1.0,0.078,0.268,4796,404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I081_I112,ITM,,ENEMY,0.0,1.0,,5200,1.0,0.0,1.0,0.3,0.458,3640,1560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I081_I254,ITM,,ENEMY,0.0,1.0,,5200,1.0,0.0,1.0,0.302,0.459,3630,1570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I085_I264,ITM,,ENEMY,0.0,1.0,,5200,1.0,0.0,1.0,0.306,0.461,3609,1591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I089_I173,ITM,,ENEMY,0.0,1.0,,5200,1.0,0.0,1.0,0.501,0.5,2596,2604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I089_I252,ITM,,ENEMY,0.0,1.0,,5200,1.0,0.0,1.0,0.208,0.406,4119,1081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I093_I189,ITM,,ENEMY,0.0,1.0,,5200,1.0,0.0,1.0,0.3,0.458,3640,1560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I095_I264,ITM,,ENEMY,0.0,1.0,,5200,1.0,0.0,1.0,0.037,0.188,5010,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I100_I286,ITM,,ENEMY,0.0,1.0,,5200,1.0,0.0,1.0,0.318,0.466,3547,1653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I103_I173,ITM,,ENEMY,0.0,1.0,,5200,1.0,0.0,1.0,0.305,0.461,3612,1588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I103_I327,ITM,,ENEMY,0.0,1.0,,5200,1.0,0.0,1.0,0.036,0.186,5013,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I104_I118,ITM,,ENEMY,0.0,1.0,,5200,1.0,0.0,1.0,0.306,0.461,3608,1592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I104_I219,ITM,,ENEMY,0.0,1.0,,5200,1.0,0.0,1.0,0.301,0.459,3634,1566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I108_I111,ITM,,ENEMY,0.0,1.0,,5200,1.0,0.0,1.0,0.3,0.458,3639,1561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I108_I119,ITM,,ENEMY,0.0,1.0,,5200,1.0,0.0,1.0,0.591,0.492,2126,3074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I112_I260,ITM,,ENEMY,0.0,1.0,,5200,1.0,0.0,1.0,0.005,0.068,5176,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I115_I180,ITM,,ENEMY,0.0,1.0,,5200,1.0,0.0,1.0,0.472,0.499,2746,2454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I115_I248,ITM,,ENEMY,0.0,1.0,,5200,1.0,0.0,1.0,0.066,0.248,4858,342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I117_I252,ITM,,ENEMY,0.0,1.0,,5200,1.0,0.0,1.0,0.03,0.171,5044,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I118_I252,ITM,,ENEMY,0.0,1.0,,5200,1.0,0.0,1.0,0.012,0.107,5140,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I119_I133,ITM,,ENEMY,0.0,1.0,,5200,1.0,0.0,1.0,0.402,0.49,3112,2088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I120_I271,ITM,,ENEMY,0.0,1.0,,5200,1.0,0.0,1.0,0.219,0.414,4060,1140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I123_I176,ITM,,ENEMY,0.0,1.0,,5200,1.0,0.0,1.0,0.3,0.458,3640,1560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I123_I369,ITM,,ENEMY,0.0,1.0,,5200,1.0,0.0,1.0,0.303,0.46,3623,1577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I124_I337,ITM,,ENEMY,0.0,1.0,,5200,1.0,0.0,1.0,0.004,0.065,5178,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I124_I365,ITM,,ENEMY,0.0,1.0,,5200,1.0,0.0,1.0,0.028,0.165,5054,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I127_I192,ITM,,ENEMY,0.0,1.0,,5200,1.0,0.0,1.0,0.184,0.388,4241,959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I127_I338,ITM,,ENEMY,0.0,1.0,,5200,1.0,0.0,1.0,0.049,0.215,4947,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
