type,id,count,exposure_rate
item,I0943,43,0.01
item,I0944,55,0.02
item,I0945,21,0.01
item,I0946,25,0.01
item,I0947,31,0.01
item,I0948,15,0.0
item,I0949,355,0.1
item,I0950,164,0.05
item,I0951,191,0.05
item,I0952,253,0.07
item,I0953,182,0.05
item,I0954,139,0.04
item,I0955,150,0.04
item,I0956,1,0.0
item,I0957,78,0.02
item,I0958,79,0.02
item,I0959,148,0.04
item,I0960,35,0.01
stimulus,S001,361,0.1
stimulus,S002,7,0.0
stimulus,S003,0,0.0
stimulus,S004,357,0.1
stimulus,S005,0,0.0
stimulus,S006,228,0.06
stimulus,S007,19,0.01
stimulus,S008,361,0.1
stimulus,S009,0,0.0
stimulus,S010,361,0.1
stimulus,S011,170,0.05
stimulus,S012,1,0.0
stimulus,S013,186,0.05
stimulus,S014,361,0.1
stimulus,S015,352,0.1
stimulus,S016,277,0.08
stimulus,S017,129,0.04
stimulus,S018,173,0.05
stimulus,S019,205,0.06
stimulus,S020,150,0.04
stimulus,S021,59,0.02
stimulus,S022,0,0.0
stimulus,S023,358,0.1
stimulus,S024,360,0.1
stimulus,S025,0,0.0
stimulus,S026,362,0.1
stimulus,S027,65,0.02
stimulus,S028,358,0.1
stimulus,S029,362,0.1
stimulus,S030,360,0.1
stimulus,S031,31,0.01
stimulus,S032,97,0.03
stimulus,S033,242,0.07
stimulus,S034,0,0.0
stimulus,S035,205,0.06
stimulus,S036,166,0.05
stimulus,S037,0,0.0
stimulus,S038,0,0.0
stimulus,S039,357,0.1
stimulus,S040,360,0.1
stimulus,S041,0,0.0
stimulus,S042,110,0.03
stimulus,S043,360,0.1
stimulus,S044,0,0.0
stimulus,S045,1,0.0
stimulus,S046,358,0.1
stimulus,S047,90,0.03
stimulus,S048,57,0.02
stimulus,S049,0,0.0
stimulus,S050,0,0.0
stimulus,S051,137,0.04
stimulus,S052,358,0.1
stimulus,S053,0,0.0
stimulus,S054,359,0.1
stimulus,S055,160,0.04
stimulus,S056,286,0.08
stimulus,S057,22,0.01
stimulus,S058,348,0.1
stimulus,S059,361,0.1
stimulus,S060,0,0.0
stimulus,S061,0,0.0
stimulus,S062,238,0.07
stimulus,S063,253,0.07
stimulus,S064,391,0.11
stimulus,S065,50,0.01
stimulus,S066,367,0.1
stimulus,S067,55,0.02
stimulus,S068,21,0.01
stimulus,S069,0,0.0
stimulus,S070,0,0.0
stimulus,S071,360,0.1
stimulus,S072,350,0.1
stimulus,S073,332,0.09
stimulus,S074,359,0.1
stimulus,S075,150,0.04
stimulus,S076,359,0.1
stimulus,S077,115,0.03
stimulus,S078,115,0.03
stimulus,S079,83,0.02
stimulus,S080,355,0.1
