theta,N,bias,MAE,RMSE,SEM,Theoretical_Limit_SEM,correlation,reliability_1,reliability_2
-2.0,400,0.407471,0.49512,0.589449,0.446586,,
-1.5,400,0.315705,0.425896,0.524923,0.444805,,
-1.0,400,0.215597,0.352487,0.429824,0.444427,,
-0.5,400,0.065969,0.300951,0.373429,0.443511,,
0.0,400,-0.024923,0.314789,0.400345,0.443626,,
0.5,400,-0.089814,0.313749,0.392956,0.444205,,
1.0,400,-0.216345,0.345428,0.434651,0.445088,,
1.5,400,-0.326465,0.41711,0.512709,0.445408,,
2.0,400,-0.374618,0.463254,0.557759,0.446824,,
Test,3600,-0.003047,0.380976,0.474315,0.444942,,0.933415,1.369844,0.837304
