section,constraint_id,apply,stm_id,type,lb,ub,violation_cost,N,on_target,min,max,mean,sd,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
A,C11,ITM,,NUMBER,2.0,2.0,,6500,1.0,2.0,2.0,2.0,0.0,0,0,6500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,C12,ITM,,NUMBER,0.0,1.0,,6500,1.0,0.0,1.0,0.915,0.279,554,5946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,C13,ITM,,NUMBER,0.0,1.0,,6500,1.0,1.0,1.0,1.0,0.0,0,6500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,C14,ITM,,NUMBER,0.0,1.0,,6500,1.0,0.0,1.0,0.085,0.279,5946,554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,C15,ITM,,NUMBER,1.0,1.0,,6500,1.0,1.0,1.0,1.0,0.0,0,6500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,C16,ITM,,NUMBER,2.0,2.0,,6500,1.0,2.0,2.0,2.0,0.0,0,0,6500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,C17,ITM,,NUMBER,0.0,1.0,,6500,1.0,0.0,1.0,0.363,0.481,4141,2359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,C19,ITM,,NUMBER,0.0,1.0,,6500,1.0,0.0,1.0,1.0,0.012,1,6499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,C20,ITM,,NUMBER,0.0,1.0,,6500,1.0,0.0,1.0,0.637,0.481,2358,4142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,C21,ITM,,NUMBER,6.0,6.0,,6500,1.0,6.0,6.0,6.0,0.0,0,0,0,0,0,0,6500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,C22,ITM,,NUMBER,3.0,3.0,,6500,1.0,3.0,3.0,3.0,0.0,0,0,0,6500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,C23,ITM,,NUMBER,0.0,1.0,,6500,1.0,0.0,0.0,0.0,0.0,6500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,C24,ITM,,NUMBER,0.0,1.0,,6500,1.0,0.0,1.0,0.006,0.078,6460,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,C25,ITM,,NUMBER,0.0,1.0,,6500,1.0,0.0,1.0,0.952,0.215,315,6185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,C26,ITM,,NUMBER,0.0,1.0,,6500,1.0,0.0,1.0,0.443,0.497,3618,2882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,C27,ITM,,NUMBER,1.0,2.0,,6500,1.0,1.0,2.0,1.599,0.49,0,2607,3893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,C28,ITM,,NUMBER,1.0,1.0,,6500,1.0,1.0,1.0,1.0,0.0,0,6500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,C29,ITM,,NUMBER,2.0,2.0,,6500,1.0,2.0,2.0,2.0,0.0,0,0,6500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,C30,ITM,,NUMBER,0.0,1.0,,6500,1.0,0.0,1.0,0.974,0.158,166,6334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,C31,ITM,,NUMBER,0.0,1.0,,6500,1.0,0.0,1.0,0.995,0.069,31,6469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,C32,ITM,,NUMBER,0.0,1.0,,6500,1.0,0.0,1.0,0.03,0.171,6303,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,C33,ITM,,NUMBER,6.0,6.0,,6500,1.0,6.0,6.0,6.0,0.0,0,0,0,0,0,0,6500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,C34,ITM,,NUMBER,2.0,2.0,,6500,1.0,2.0,2.0,2.0,0.0,0,0,6500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,C35,ITM,,NUMBER,0.0,1.0,,6500,1.0,0.0,1.0,0.727,0.445,1773,4727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,C36,ITM,,NUMBER,0.0,1.0,,6500,1.0,0.0,1.0,0.999,0.025,4,6496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,C37,ITM,,NUMBER,0.0,1.0,,6500,1.0,0.0,1.0,0.273,0.446,4723,1777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,C38,ITM,,NUMBER,2.0,2.0,,6500,1.0,2.0,2.0,2.0,0.0,0,0,6500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,C39,ITM,,NUMBER,0.0,1.0,,6500,1.0,1.0,1.0,1.0,0.0,0,6500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,C40,ITM,,NUMBER,0.0,1.0,,6500,1.0,0.0,1.0,0.779,0.415,1436,5064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,C41,ITM,,NUMBER,0.0,1.0,,6500,1.0,0.0,1.0,0.221,0.415,5064,1436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,C44,ITM,,NUMBER,1.0,1.0,,6500,1.0,1.0,1.0,1.0,0.0,0,6500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,C45,ITM,,NUMBER,1.0,1.0,,6500,1.0,1.0,1.0,1.0,0.0,0,6500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,C46,ITM,,NUMBER,1.0,1.0,,6500,1.0,1.0,1.0,1.0,0.0,0,6500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,C47,ITM,,NUMBER,2.0,2.0,,6500,1.0,2.0,2.0,2.0,0.0,0,0,6500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,C48,ITM,,NUMBER,1.0,1.0,,6500,1.0,1.0,1.0,1.0,0.0,0,6500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,C49,ITM,,NUMBER,1.0,1.0,,6500,1.0,1.0,1.0,1.0,0.0,0,6500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,C50,ITM,,NUMBER,2.0,2.0,,6500,1.0,2.0,2.0,2.0,0.0,0,0,6500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,C51,ITM,,NUMBER,1.0,1.0,,6500,1.0,1.0,1.0,1.0,0.0,0,6500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,C52,ITM,,NUMBER,1.0,1.0,,6500,1.0,1.0,1.0,1.0,0.0,0,6500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,C53,ITM,,NUMBER,4.0,4.0,,6500,1.0,4.0,4.0,4.0,0.0,0,0,0,0,6500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,C54,ITM,,NUMBER,0.0,1.0,,6500,1.0,0.0,1.0,0.696,0.46,1976,4524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,C55,ITM,,NUMBER,0.0,1.0,,6500,1.0,0.0,1.0,0.468,0.499,3455,3045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,C56,ITM,,NUMBER,0.0,1.0,,6500,1.0,0.0,1.0,0.93,0.254,452,6048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,C57,ITM,,NUMBER,0.0,1.0,,6500,1.0,0.0,1.0,0.05,0.218,6174,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,C58,ITM,,NUMBER,0.0,1.0,,6500,1.0,0.0,1.0,0.382,0.486,4018,2482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,C59,ITM,,NUMBER,0.0,1.0,,6500,1.0,0.0,1.0,0.032,0.176,6292,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,C60,ITM,,NUMBER,0.0,1.0,,6500,1.0,0.0,1.0,0.017,0.13,6389,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,C61,ITM,,NUMBER,0.0,1.0,,6500,1.0,0.0,1.0,0.725,0.447,1790,4710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,C62,ITM,,NUMBER,0.0,1.0,,6500,1.0,0.0,1.0,0.04,0.197,6237,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,C63,ITM,,NUMBER,0.0,1.0,,6500,1.0,0.0,1.0,0.292,0.455,4602,1898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,C64,ITM,,NUMBER,0.0,1.0,,6500,1.0,0.0,1.0,0.367,0.482,4115,2385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,C65,ITM,,NUMBER,2.0,2.0,,6500,1.0,2.0,2.0,2.0,0.0,0,0,6500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,C69,ITM,,NUMBER,0.0,1.0,,6500,1.0,0.0,1.0,0.169,0.375,5401,1099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,C71,ITM,,NUMBER,0.0,1.0,,6500,1.0,0.0,1.0,0.557,0.497,2879,3621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,C73,ITM,,NUMBER,0.0,1.0,,6500,1.0,0.0,1.0,0.416,0.493,3795,2705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,C76,ITM,,NUMBER,0.0,1.0,,6500,1.0,0.0,1.0,0.858,0.349,925,5575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,C77,ITM,,NUMBER,4.0,4.0,,6500,1.0,4.0,4.0,4.0,0.0,0,0,0,0,6500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,C78,ITM,,NUMBER,0.0,1.0,,6500,1.0,0.0,1.0,0.618,0.486,2486,4014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,C79,ITM,,NUMBER,0.0,1.0,,6500,1.0,0.0,1.0,0.034,0.182,6278,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,C80,ITM,,NUMBER,0.0,1.0,,6500,1.0,0.0,1.0,0.966,0.182,224,6276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,C81,ITM,,NUMBER,0.0,1.0,,6500,1.0,0.0,1.0,0.583,0.493,2708,3792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,C82,ITM,,NUMBER,0.0,1.0,,6500,1.0,0.0,1.0,0.77,0.421,1492,5008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,C83,ITM,,NUMBER,0.0,1.0,,6500,1.0,0.0,1.0,0.958,0.201,273,6227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,C84,ITM,,NUMBER,0.0,1.0,,6500,1.0,0.0,1.0,0.067,0.249,6067,433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,C85,ITM,,NUMBER,0.0,1.0,,6500,1.0,0.0,1.0,0.004,0.065,6472,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,C86,ITM,,NUMBER,2.0,2.0,,6500,1.0,2.0,2.0,2.0,0.0,0,0,6500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,C87,ITM,,NUMBER,0.0,1.0,,6500,1.0,0.0,1.0,0.944,0.23,365,6135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,C88,ITM,,NUMBER,0.0,1.0,,6500,1.0,0.0,1.0,0.02,0.138,6373,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,C92,ITM,,NUMBER,1.0,2.0,,6500,1.0,1.0,2.0,1.037,0.188,0,6262,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I001_I209,ITM,,ENEMY,0.0,1.0,,6500,1.0,0.0,1.0,0.059,0.236,6115,385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I002_I003,ITM,,ENEMY,0.0,1.0,,6500,1.0,0.0,1.0,0.989,0.105,73,6427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I002_I062,ITM,,ENEMY,0.0,1.0,,6500,1.0,0.0,1.0,0.011,0.105,6427,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I002_I214,ITM,,ENEMY,0.0,1.0,,6500,1.0,0.0,0.0,0.0,0.0,6500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I002_I215,ITM,,ENEMY,0.0,1.0,,6500,1.0,0.0,1.0,0.036,0.187,6264,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I003_I062,ITM,,ENEMY,0.0,1.0,,6500,1.0,1.0,1.0,1.0,0.0,0,6500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I003_I214,ITM,,ENEMY,0.0,1.0,,6500,1.0,0.0,1.0,0.989,0.105,73,6427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I005_I006,ITM,,ENEMY,0.0,1.0,,6500,1.0,0.0,0.0,0.0,0.0,6500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I005_I007,ITM,,ENEMY,0.0,1.0,,6500,1.0,0.0,1.0,0.363,0.481,4141,2359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I005_I008,ITM,,ENEMY,0.0,1.0,,6500,1.0,0.0,1.0,0.001,0.025,6496,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I006_I007,ITM,,ENEMY,0.0,1.0,,6500,1.0,0.0,1.0,0.363,0.481,4141,2359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I007_I008,ITM,,ENEMY,0.0,1.0,,6500,1.0,0.0,1.0,0.364,0.481,4137,2363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I009_I294,ITM,,ENEMY,0.0,1.0,,6500,1.0,0.0,1.0,0.105,0.307,5816,684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I010_I149,ITM,,ENEMY,0.0,1.0,,6500,1.0,0.0,1.0,0.506,0.5,3208,3292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I010_I179,ITM,,ENEMY,0.0,1.0,,6500,1.0,0.0,1.0,0.549,0.498,2932,3568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I010_I184,ITM,,ENEMY,0.0,1.0,,6500,1.0,0.0,1.0,0.54,0.498,2992,3508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I010_I287,ITM,,ENEMY,0.0,1.0,,6500,1.0,0.0,1.0,0.549,0.498,2932,3568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I010_I348,ITM,,ENEMY,0.0,1.0,,6500,1.0,0.0,1.0,0.542,0.498,2979,3521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I010_I394,ITM,,ENEMY,0.0,1.0,,6500,1.0,0.0,1.0,0.545,0.498,2957,3543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I011_I012,ITM,,ENEMY,0.0,1.0,,6500,1.0,0.0,1.0,0.492,0.5,3299,3201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I011_I015,ITM,,ENEMY,0.0,1.0,,6500,1.0,0.0,1.0,0.423,0.494,3748,2752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I011_I277,ITM,,ENEMY,0.0,1.0,,6500,1.0,0.0,1.0,0.424,0.494,3746,2754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I012_I221,ITM,,ENEMY,0.0,1.0,,6500,1.0,0.0,1.0,0.131,0.338,5648,852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I013_I014,ITM,,ENEMY,0.0,1.0,,6500,1.0,0.0,0.0,0.0,0.0,6500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I013_I015,ITM,,ENEMY,0.0,1.0,,6500,1.0,0.0,0.0,0.0,0.0,6500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I013_I016,ITM,,ENEMY,0.0,1.0,,6500,1.0,0.0,1.0,0.637,0.481,2359,4141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I013_I277,ITM,,ENEMY,0.0,1.0,,6500,1.0,0.0,1.0,0.0,0.018,6498,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I014_I015,ITM,,ENEMY,0.0,1.0,,6500,1.0,0.0,0.0,0.0,0.0,6500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I014_I016,ITM,,ENEMY,0.0,1.0,,6500,1.0,0.0,1.0,0.637,0.481,2359,4141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I014_I222,ITM,,ENEMY,0.0,1.0,,6500,1.0,0.0,1.0,0.041,0.197,6236,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
