theta,N,bias,MAE,RMSE,SEM,Theoretical_Limit_SEM,correlation,reliability_1,reliability_2
-3.0,500,-0.303939,0.82849,1.04058,1.064309,0.808087,
-2.5,500,-0.189354,0.674398,0.87912,0.861856,0.685751,
-2.0,500,-0.178772,0.596567,0.776663,0.72748,0.581079,
-1.5,500,-0.110093,0.49837,0.626179,0.603265,0.49087,
-1.0,500,-0.074499,0.408261,0.543069,0.511056,0.415903,
-0.5,500,-0.072652,0.335738,0.440053,0.442642,0.358488,
0.0,500,-0.006043,0.304101,0.380762,0.389948,0.321692,
0.5,500,-0.032975,0.284452,0.364923,0.365587,0.303725,
1.0,500,-0.016549,0.278918,0.348572,0.352623,0.297407,
1.5,500,-0.006325,0.276265,0.344641,0.348388,0.299145,
2.0,500,0.008952,0.288656,0.362336,0.362905,0.316986,
2.5,500,0.043885,0.327348,0.413611,0.396927,0.347409,
3.0,500,0.031429,0.354694,0.453417,0.444582,0.389803,
Test,6500,-0.069764,0.419712,0.579517,0.528582,,0.960507,0.839502,0.916732
